gene,name,p_val,p_val_adj,pct_1,pct_2,pct_diff,avg_log2FC,clusterName,celltype_id,species,tissue,dataset
ZeamMp097,BUPS2,0.0,0.0,0.855,0.886,-0.031,1.37533456307243,Unknow,zea_mays->SP:0000000,zea_mays,Unknow,SRP145013
ZmaLNC013789,ZmaLNC013789,0.0,0.0,0.908,0.887,0.021,1.08381676549603,Unknow,zea_mays->SP:0000000,zea_mays,Unknow,SRP145013
ZeamMp050,ZeamMp050,0.0,0.0,0.884,0.888,-0.004,1.01427225364506,Unknow,zea_mays->SP:0000000,zea_mays,Unknow,SRP145013
ZeamMp098,CCB382,9.44231900113511e-286,6.35468068776393e-281,0.657,0.655,0.002,1.28939207482128,Unknow,zea_mays->SP:0000000,zea_mays,Unknow,SRP145013
Zm00001d037929,Zm00001d037929,1.90121991624492e-248,1.27952100363283e-243,0.225,0.436,-0.211,0.735710091386022,Unknow,zea_mays->SP:0000000,zea_mays,Unknow,SRP145013
Zm00001d000270,Zm00001d000270,5.84244230463076e-163,3.9319636710165006e-158,0.667,0.753,-0.086,1.37831654845811,Unknow,zea_mays->SP:0000000,zea_mays,Unknow,SRP145013
Zm00001d018481,XIA,4.2394531501723005e-146,2.85315197006596e-141,0.267,0.458,-0.191,0.5369832346272,Unknow,zea_mays->SP:0000000,zea_mays,Unknow,SRP145013
ZmaLNC020728,ZmaLNC020728,2.4795364639349402e-144,1.66872804022821e-139,0.614,0.65,-0.036,2.44570745388578,Unknow,zea_mays->SP:0000000,zea_mays,Unknow,SRP145013
ZeamMp051,ORF25,1.2714807780227102e-111,8.55706563609286e-107,0.559,0.593,-0.0339999999999999,1.04965847457132,Unknow,zea_mays->SP:0000000,zea_mays,Unknow,SRP145013
ZemaCp047,CLPP1,3.07866098706467e-107,2.07193884429453e-102,0.603,0.665,-0.0620000000000001,1.15604919084695,Unknow,zea_mays->SP:0000000,zea_mays,Unknow,SRP145013
ZmaLNC000464,ZmaLNC000464,5.2643667654908595e-107,3.54291883317535e-102,0.208,0.347,-0.139,0.627259491971563,Unknow,zea_mays->SP:0000000,zea_mays,Unknow,SRP145013
Zm00001d048667,RAF11,4.14867988441428e-90,2.79206156221081e-85,0.206,0.335,-0.129,0.518543732339017,Unknow,zea_mays->SP:0000000,zea_mays,Unknow,SRP145013
ZeamMp024,RPS3,2.22653845933298e-80,1.4984603831311e-75,0.382,0.357,0.025,1.23980207803374,Unknow,zea_mays->SP:0000000,zea_mays,Unknow,SRP145013
Zm00001d022388,FD-GOGAT,4.37986488629593e-80,2.94764906847716e-75,0.224,0.355,-0.131,0.565897597035914,Unknow,zea_mays->SP:0000000,zea_mays,Unknow,SRP145013
ZmaLNC013792,ZmaLNC013792,3.5627477069949e-67,2.39772920680757e-62,0.214,0.161,0.053,0.883832194150317,Unknow,zea_mays->SP:0000000,zea_mays,Unknow,SRP145013
Zm00001d011610,GLT1,8.42244839254036e-67,5.66830776817966e-62,0.207,0.323,-0.116,0.545862693293881,Unknow,zea_mays->SP:0000000,zea_mays,Unknow,SRP145013
ZeamMp136,COX1,2.99898510255075e-64,2.01831697401666e-59,0.472,0.5,-0.028,1.02586641176241,Unknow,zea_mays->SP:0000000,zea_mays,Unknow,SRP145013
Zm00001d026306,Zm00001d026306,2.8955268175748e-49,1.9486895482278402e-44,0.255,0.376,-0.121,0.518697556264385,Unknow,zea_mays->SP:0000000,zea_mays,Unknow,SRP145013
ZeamMp161,COX3,1.39142609329936e-45,9.36429760790469e-41,0.326,0.314,0.012,1.13328559466227,Unknow,zea_mays->SP:0000000,zea_mays,Unknow,SRP145013
ZeamMp044,IWS2,3.81761987686596e-45,2.56925817713079e-40,0.443,0.478,-0.035,1.28875275519454,Unknow,zea_mays->SP:0000000,zea_mays,Unknow,SRP145013
ZmaLNC017043,ZmaLNC017043,3.19726608485934e-41,2.15176007511034e-36,0.218,0.315,-0.097,0.564875121349626,Unknow,zea_mays->SP:0000000,zea_mays,Unknow,SRP145013
ZeamMp088,ZeamMp088,2.49241884534175e-39,1.677397882915e-34,0.334,0.323,0.011,0.925647752460444,Unknow,zea_mays->SP:0000000,zea_mays,Unknow,SRP145013
ZeamMp184,ZeamMp184,1.18899866094347e-37,8.001960988149579e-33,0.482,0.538,-0.056,0.94746391120513,Unknow,zea_mays->SP:0000000,zea_mays,Unknow,SRP145013
ZeamMp057,RPL16,7.0740108230174405e-37,4.76080928389073e-32,0.227,0.199,0.028,1.02275698836829,Unknow,zea_mays->SP:0000000,zea_mays,Unknow,SRP145013
ZeamMp094,ORF149,1.03188755868644e-30,6.944603269959709e-26,0.419,0.605,-0.186,0.672721387648345,Unknow,zea_mays->SP:0000000,zea_mays,Unknow,SRP145013
ZeamMp182,ATP6-2,2.18106155594976e-29,1.4678544271541901e-24,0.337,0.344,-0.0069999999999999,1.06579301984807,Unknow,zea_mays->SP:0000000,zea_mays,Unknow,SRP145013
Zm00001d043845,Zm00001d043845,1.17024306471286e-28,7.87573582551758e-24,0.359,0.503,-0.144,0.566374602200717,Unknow,zea_mays->SP:0000000,zea_mays,Unknow,SRP145013
ZmaLNC024730,ZmaLNC024730,1.49699875806756e-28,1.00748016417947e-23,0.224,0.317,-0.093,1.03178914561043,Unknow,zea_mays->SP:0000000,zea_mays,Unknow,SRP145013
Zm00001d046083,NAD1,3.0735321089417003e-25,2.06848710931777e-20,0.298,0.295,0.003,0.989166521311552,Unknow,zea_mays->SP:0000000,zea_mays,Unknow,SRP145013
ZeamMp041,ZeamMp041,8.2231277741499e-24,5.53416499200288e-19,0.448,0.519,-0.071,1.38255381767832,Unknow,zea_mays->SP:0000000,zea_mays,Unknow,SRP145013
ZeamMp113,ZeamMp113,1.13517340282728e-20,7.63971700102757e-16,0.26,0.253,0.007,0.940131881344237,Unknow,zea_mays->SP:0000000,zea_mays,Unknow,SRP145013
ZeamMp022,ZeamMp022,1.36545913477656e-19,9.189539977046221e-15,0.25,0.241,0.009,0.939814624259481,Unknow,zea_mays->SP:0000000,zea_mays,Unknow,SRP145013
ZemaCp055,RPS11,1.46389300960892e-11,9.85199995466805e-07,0.212,0.273,-0.061,0.87408497434946,Unknow,zea_mays->SP:0000000,zea_mays,Unknow,SRP145013
Zm00001d031779,Zm00001d031779,2.41168547472499e-10,1.62306432448992e-05,0.313,0.388,-0.075,0.510303465431244,Unknow,zea_mays->SP:0000000,zea_mays,Unknow,SRP145013
ZeamMp158,WRKY55,1.323347561739e-09,8.90612909050346e-05,0.302,0.32,-0.018,0.856697842390683,Unknow,zea_mays->SP:0000000,zea_mays,Unknow,SRP145013
ZemaCp062,RPL22,7.74893686636247e-08,0.0052150345110619,0.426,0.51,-0.084,1.19609003119437,Unknow,zea_mays->SP:0000000,zea_mays,Unknow,SRP145013
Zm00001d003707,Zm00001d003707,0.0,0.0,0.791,0.198,0.593,2.00620665470519,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d049683,Zm00001d049683,0.0,0.0,0.688,0.07,0.618,1.53704465939033,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d025402,Zm00001d025402,0.0,0.0,0.513,0.089,0.424,1.50506528600489,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d048625,Zm00001d048625,0.0,0.0,0.649,0.143,0.506,1.23231526194441,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d008299,PRX9,0.0,0.0,0.275,0.058,0.217,1.21145682390743,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d002898,Zm00001d002898,0.0,0.0,0.756,0.325,0.431,1.04856037652968,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d012561,CYSA,0.0,0.0,0.583,0.242,0.341,1.03340897594004,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d028129,Zm00001d028129,0.0,0.0,0.556,0.122,0.434,0.977556656268711,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d034414,Zm00001d034414,0.0,0.0,0.26,0.055,0.205,0.955502309616704,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d028486,Zm00001d028486,0.0,0.0,0.457,0.051,0.406,0.926553877511369,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
ZmaLNC008498,ZmaLNC008498,0.0,0.0,0.62,0.168,0.452,0.894821042349172,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d029558,Zm00001d029558,0.0,0.0,0.638,0.294,0.344,0.888745679983928,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d013089,LTPG15,0.0,0.0,0.204,0.037,0.167,0.871042621246673,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d029968,NDK1,0.0,0.0,0.897,0.815,0.0820000000000001,0.866938144530656,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d026505,Zm00001d026505,0.0,0.0,0.56,0.171,0.389,0.862761650495271,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d052335,Zm00001d052335,0.0,0.0,0.696,0.354,0.342,0.837712051998995,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d043242,Zm00001d043242,0.0,0.0,0.417,0.009,0.408,0.831385170685,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d036835,Zm00001d036835,0.0,0.0,0.768,0.465,0.303,0.831371449029907,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d052842,Zm00001d052842,0.0,0.0,0.523,0.131,0.392,0.780784540270762,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d051333,Zm00001d051333,0.0,0.0,0.215,0.017,0.198,0.769249277510526,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d020395,Zm00001d020395,0.0,0.0,0.498,0.03,0.468,0.751845091826319,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d003264,Zm00001d003264,0.0,0.0,0.466,0.145,0.321,0.746769163911425,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d039908,Zm00001d039908,0.0,0.0,0.671,0.373,0.298,0.744751976657908,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d052375,Zm00001d052375,0.0,0.0,0.51,0.175,0.335,0.735449674875438,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d017455,BCB,0.0,0.0,0.217,0.012,0.205,0.725347319414217,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d004689,Zm00001d004689,0.0,0.0,0.412,0.081,0.331,0.705372591460436,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d047330,DAZ1,0.0,0.0,0.607,0.271,0.336,0.704981544237578,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d016788,Zm00001d016788,0.0,0.0,0.523,0.14,0.383,0.697729784860666,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d008961,Zm00001d008961,0.0,0.0,0.544,0.178,0.366,0.636466671468771,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d017347,BolA1,0.0,0.0,0.601,0.137,0.464,0.629869137401297,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d018844,Zm00001d018844,0.0,0.0,0.512,0.21,0.302,0.598449772023139,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d047334,ZAT6,0.0,0.0,0.598,0.275,0.323,0.593203126664207,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d030363,Zm00001d030363,0.0,0.0,0.65,0.238,0.412,0.586485811448494,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d039615,Zm00001d039615,0.0,0.0,0.51,0.15,0.36,0.581715425473634,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d032517,Zm00001d032517,0.0,0.0,0.616,0.198,0.418,0.568416339561816,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d038930,MYB37,0.0,0.0,0.36,0.045,0.315,0.562853834313634,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d005879,Zm00001d005879,0.0,0.0,0.571,0.24,0.331,0.558178636503208,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d052069,Zm00001d052069,0.0,0.0,0.49,0.012,0.478,0.554314293565608,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d036136,Zm00001d036136,0.0,0.0,0.375,0.105,0.27,0.536987095625096,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d010840,TLL1,0.0,0.0,0.508,0.066,0.442,0.534288934249819,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d034207,AtMYB3R3,0.0,0.0,0.494,0.024,0.47,0.531303934912337,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d008595,PRN2,0.0,0.0,0.553,0.134,0.419,0.519262916590499,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
ZmaLNC007084,ZmaLNC007084,0.0,0.0,0.359,0.104,0.255,0.508281137562845,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d044021,ICDH,0.0,0.0,0.479,0.014,0.465,0.501105807504938,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d053863,Zm00001d053863,4.63519030558326e-306,3.11948307565754e-301,0.832,0.721,0.111,0.821115588094385,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d026343,Zm00001d026343,4.09094517706785e-303,2.7532061041666597e-298,0.66,0.357,0.303,0.523012064697929,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d013282,Zm00001d013282,1.9925289025101503e-301,1.34097195138933e-296,0.653,0.338,0.315,0.51847334354214,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d035094,RPS13A,8.7671541195043e-301,5.900294722426389e-296,0.707,0.443,0.264,0.90686681001671,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d019565,PIP2C,1.26015986221175e-300,8.48087587268511e-296,0.611,0.277,0.334,0.517664261219057,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d016549,Zm00001d016549,2.78351852821688e-294,1.87330796948996e-289,0.77,0.592,0.178,0.856820526833547,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d018809,GSTU25,1.6108978184273598e-287,1.08413423180161e-282,0.778,0.476,0.302,0.759863479973887,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d052885,RPS15AD,5.450830421530209e-286,3.66840887368983e-281,0.728,0.499,0.229,0.908769015058333,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d047441,Zm00001d047441,8.100234643064131e-281,5.451457914782159e-276,0.635,0.332,0.303,0.992438398297086,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d013015,ABA2,3.05468131999795e-277,2.05580052835862e-272,0.671,0.377,0.294,0.581487967048623,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d017425,Zm00001d017425,1.00995879962739e-272,6.797022721492329e-268,0.652,0.354,0.298,0.918197835852003,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d012886,Zm00001d012886,8.006966008300929e-270,5.38868812358652e-265,0.679,0.4,0.279,0.794342867503655,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d042966,Zm00001d042966,1.74130634269003e-268,1.17189916863039e-263,0.773,0.607,0.166,0.643621543418149,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d033128,RPL10B,3.60648739117336e-267,2.4271660142596698e-262,0.859,0.737,0.122,0.561770621598794,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d011434,Zm00001d011434,1.0960955711016002e-261,7.376723193513741e-257,0.565,0.269,0.296,0.542500336210564,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d013317,Zm00001d013317,5.14391514567679e-261,3.4618548930404796e-256,0.697,0.397,0.3,0.504537698570185,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d008594,Zm00001d008594,6.960633293575091e-260,4.684506206576039e-255,0.675,0.391,0.284,0.660569927394518,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d015300,Zm00001d015300,2.78466242016449e-255,1.8740778087707e-250,0.689,0.422,0.267,0.713244817719382,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d011816,RPS10B,3.71276690441341e-248,2.49869212667022e-243,0.665,0.375,0.29,0.556853682338735,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d010614,RPS26e,7.56247127637751e-247,5.08954316900206e-242,0.818,0.688,0.13,0.694555204740343,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d018903,Zm00001d018903,1.1343287906410299e-246,7.63403276101415e-242,0.718,0.479,0.239,0.770757164021032,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d052841,Zm00001d052841,2.38085045984209e-245,1.6023123594737302e-240,0.82,0.543,0.277,0.6708307083628,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d047296,Zm00001d047296,1.26826906077829e-243,8.535450779037891e-239,0.762,0.595,0.167,0.698930762459268,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d047535,Zm00001d047535,1.5956069044806798e-243,1.0738434467155e-238,0.705,0.432,0.273,0.688962340865745,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d022513,Zm00001d022513,3.6768208128589397e-243,2.4745004070540598e-238,0.842,0.729,0.113,0.672336802519277,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d043223,Zm00001d043223,1.13776230356719e-241,7.657140303007201e-237,0.655,0.362,0.293,0.515511115332807,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d019147,Zm00001d019147,5.15294195426933e-240,3.46792993522326e-235,0.705,0.474,0.231,0.80102709322041,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d022124,Zm00001d022124,4.71034348601142e-236,3.1700611660856897e-231,0.748,0.532,0.216,0.712391678245403,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d009480,TOZ,9.21813543844854e-236,6.20380515007587e-231,0.668,0.386,0.282,0.535338887174535,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d021901,Zm00001d021901,5.57664678869446e-234,3.75308328879137e-229,0.619,0.33,0.289,0.615127798275865,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d003896,Zm00001d003896,1.6048933601228498e-232,1.0800932313626799e-227,0.683,0.394,0.289,0.520625232206758,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d014957,TCTP1,3.4568584980081498e-230,2.32646576915948e-225,0.865,0.76,0.105,0.629635628517888,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d053239,Zm00001d053239,9.23846947078302e-230,6.21748995383697e-225,0.781,0.616,0.165,0.589883116918081,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d014954,TCTP2,3.45378905003087e-228,2.3244000306707703e-223,0.733,0.536,0.197,0.723336644669167,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d035087,RPP1.3,7.91535529279574e-228,5.3270341120515304e-223,0.758,0.586,0.172,0.745601231261266,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d040027,Zm00001d040027,1.34118372767879e-226,9.02616648727829e-222,0.855,0.707,0.148,0.78111139869997,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d037603,RPL18,5.04212434473031e-224,3.3933496840035e-219,0.699,0.455,0.244,0.671145115076746,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d038865,Zm00001d038865,2.3705528698637197e-222,1.5953820814182799e-217,0.789,0.621,0.168,0.649234437767321,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d049933,Zm00001d049933,3.35030782494396e-221,2.2547571661872797e-216,0.673,0.382,0.291,0.515497896105367,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d018211,Zm00001d018211,2.52506651317808e-220,1.69936976336885e-215,0.645,0.373,0.272,0.737270559273445,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d052371,Zm00001d052371,3.59599096369313e-220,2.42010191856547e-215,0.622,0.351,0.271,0.726695133208209,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d006899,EMB3010,8.2072435273877e-217,5.52347489393192e-212,0.731,0.518,0.213,0.692464826994286,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d049500,Zm00001d049500,2.1786526456793603e-214,1.4662332305422099e-209,0.704,0.453,0.251,0.633766263252319,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d053055,Zm00001d053055,3.7699402889472e-214,2.53716981446147e-209,0.692,0.43,0.262,0.574870093325968,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d019219,Zm00001d019219,1.82298429283326e-211,1.22686842907678e-206,0.723,0.526,0.197,0.705719964999605,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d040617,Zm00001d040617,1.75815781184898e-210,1.18324020737436e-205,0.739,0.544,0.195,0.704698837520644,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d043606,Zm00001d043606,9.16457678105002e-210,6.16776017364666e-205,0.752,0.566,0.186,0.636141554477648,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d031429,Zm00001d031429,8.30394115082796e-208,5.58855239450722e-203,0.76,0.594,0.166,0.672459432669295,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d012052,GR-RBP3,3.1646222201002195e-207,2.12979075412745e-202,0.723,0.491,0.232,0.613136512243728,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d014493,Zm00001d014493,6.06023530852391e-206,4.0785383626365905e-201,0.628,0.346,0.282,0.536408566951331,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d047958,Zm00001d047958,4.3018385275456796e-204,2.8951373290382403e-199,0.695,0.449,0.246,0.573832949487663,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d024571,Zm00001d024571,5.74502079647429e-204,3.8663989960272004e-199,0.713,0.477,0.236,0.599656322323744,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d052372,Zm00001d052372,7.910282376952501e-202,5.32362003968904e-197,0.628,0.355,0.273,0.572109273174292,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d008923,Zm00001d008923,1.95422983807283e-200,1.31519668102301e-195,0.678,0.404,0.274,0.526561341244998,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d049666,Zm00001d049666,7.4331331860757e-197,5.00249863422895e-192,0.693,0.432,0.261,0.535343813149195,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d043942,L18aB,5.85052508381243e-196,3.93740338140577e-191,0.685,0.421,0.264,0.516797910992364,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d026578,Zm00001d026578,9.145398006059999e-196,6.15485285807838e-191,0.715,0.527,0.188,0.655582881665079,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d041760,CYP78A9,7.43891287891451e-194,5.00638836750947e-189,0.75,0.568,0.182,0.691214868457742,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d049790,Zm00001d049790,2.0752832066683298e-192,1.39666559808779e-187,0.71,0.48,0.23,0.611944707422871,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d052718,Zm00001d052718,1.0591099735344e-191,7.127810121886489e-187,0.705,0.5,0.205,0.682031967171193,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
Zm00001d012161,ATL5,1.3773776741904899e-191,9.26975174730199e-187,0.743,0.539,0.204,0.636343408709882,Root pith,zea_mays->PO:0009005->PO:0020124->PO:0005040,zea_mays,Root,SRP145013
