gene,name,p_val,p_val_adj,pct_1,pct_2,pct_diff,avg_log2FC,clusterName,celltype_id,species,tissue,dataset
Zm00001d018466,Zm00001d018466,1.1185214938293899e-287,7.5276496534718195e-283,0.482,0.119,0.363,12.5291996228795,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d028392,ADF5,5.03752111517693e-287,3.39025171051408e-282,0.525,0.16,0.365,19.7342325626204,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d035925,PGD2,1.96562928098381e-286,1.3228685061021e-281,0.676,0.352,0.324,16.8013699394522,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d047528,Zm00001d047528,3.29093106634575e-286,2.21479660765069e-281,0.467,0.105,0.362,2.02011498851994,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d009967,SQD1,1.21671690111007e-285,8.1885047444708e-281,0.479,0.114,0.365,3.67176853498896,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d046135,Zm00001d046135,1.52523985881024e-285,1.02648642497929e-280,0.533,0.162,0.371,12.3058888635974,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d016705,CASPL5C1,1.79687140273737e-285,1.20929445404225e-280,0.492,0.129,0.363,25.1453141973435,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d000133,LACS9,3.94423834253372e-285,2.65447240452519e-280,0.458,0.097,0.361,10.2912063216281,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d034667,Fes1A,1.2046930894950801e-284,8.1075844923019e-280,0.648,0.315,0.333,20.2028310962499,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d041969,Zm00001d041969,2.3758693016470902e-284,1.5989600400084902e-279,0.464,0.101,0.363,6.22502939229962,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d012394,PSY,2.5065707869076e-284,1.6869221395888202e-279,0.459,0.1,0.359,4.12737649692131,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d038167,Zm00001d038167,8.324717276704821e-284,5.602534727222351e-279,0.57,0.194,0.376,6.51240768601184,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d049656,EIF3G1,8.756340014461721e-284,5.8930168297327406e-279,0.521,0.152,0.369,1.95363038291561,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d054006,Zm00001d054006,9.1625279134965e-284,6.166381285783151e-279,0.454,0.093,0.361,7.55946089423571,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d010814,Zm00001d010814,1.68656746407658e-283,1.13505990332354e-278,0.523,0.168,0.355,32.0296205646436,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d040264,Zm00001d040264,2.25595881077118e-283,1.5182602796489998e-278,0.45,0.091,0.359,2.92570116271648,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d030557,ALD1,5.3424058240409e-283,3.59543911957953e-278,0.567,0.224,0.343,74.5091715969672,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d037239,Zm00001d037239,1.52137928094965e-282,1.0238882560791201e-277,0.55,0.18,0.37,5.07555627437068,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d005315,Zm00001d005315,2.8369630523689997e-282,1.90927613424434e-277,0.541,0.18,0.361,1.01118884676078,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d017199,TIL,4.70849954195985e-282,3.16882019173898e-277,0.546,0.19,0.356,73.1293467664648,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d047217,ALNS,1.56337883364331e-281,1.05215395504195e-276,0.476,0.112,0.364,5.31993644683668,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d009983,Zm00001d009983,2.03090695817744e-281,1.36680038285342e-276,0.482,0.119,0.363,3.57592032914298,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d018487,Zm00001d018487,6.32246906803838e-281,4.25502168278983e-276,0.67,0.331,0.339,2.0772044826636,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d020137,WRKY46,9.13770519322313e-281,6.14967559503916e-276,0.587,0.236,0.351,142.315838496356,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d028820,Zm00001d028820,1.53621003727499e-280,1.0338693550860699e-275,0.572,0.215,0.357,52.4242684550777,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d023534,COG0212,3.85270881980488e-280,2.5928730357286797e-275,0.449,0.092,0.357,2.15919903707617,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d027434,Zm00001d027434,4.06601371703514e-280,2.7364272315646497e-275,0.645,0.329,0.316,22.5721500805314,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d043808,Zm00001d043808,5.91024943238358e-280,3.9775978679941496e-275,0.543,0.182,0.361,1.19685394029182,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d006947,CYP81K1,2.89691682266136e-279,1.94962502165109e-274,0.68,0.366,0.314,18.0519433072185,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d009928,Zm00001d009928,4.104059059236721e-279,2.76203174686631e-274,0.465,0.106,0.359,2.3090155732811,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d048286,Zm00001d048286,5.8486905900950806e-279,3.93616876713399e-274,0.505,0.141,0.364,4.55571023084663,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d027656,Zm00001d027656,8.23529848662322e-279,5.54235588149743e-274,0.577,0.236,0.341,42.743206435572,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d021834,Zm00001d021834,3.70844052526897e-278,2.49578047350602e-273,0.482,0.121,0.361,1.73880264386077,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d038648,Zm00001d038648,1.71138799995533e-277,1.1517641239699399e-272,0.577,0.217,0.36,14.6723528531676,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d032035,CYP706A4,4.4941597363623403e-277,3.02456950257185e-272,0.47,0.115,0.355,16.0864158678882,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d034175,CBP1,7.167288605414271e-277,4.8235852314438e-272,0.472,0.115,0.357,3.68647641838524,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d016902,GCH,9.06019216320687e-277,6.09750932583823e-272,0.685,0.363,0.322,58.213639619126,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d010631,RPL24A,9.4568549763975e-277,6.36446339911551e-272,0.556,0.197,0.359,11.3988482461078,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d032231,14-3-3KAPPA,1.39573932186014e-276,9.39332563611875e-272,0.508,0.145,0.363,5.41307333206668,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d017456,ARA-5,1.7024514643886298e-276,1.14574983553355e-271,0.633,0.281,0.352,15.0725125286982,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d039366,Zm00001d039366,4.5938598251638e-276,3.09166766233524e-271,0.488,0.132,0.356,4.0320115638556,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d006016,SAP7,7.801958511884689e-276,5.25071807849839e-271,0.515,0.162,0.353,28.0911787600755,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d048411,HIPP09,1.4134937752311898e-275,9.51281310730591e-271,0.574,0.231,0.343,19.2775923584393,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d053003,Zm00001d053003,1.62178689775151e-275,1.0914625821867699e-270,0.514,0.15,0.364,3.53496649088913,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d033262,Zm00001d033262,6.3586928133608e-275,4.279400263391819e-270,0.55,0.187,0.363,0.775578097565743,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d019343,Zm00001d019343,6.84873539631425e-275,4.609198921719489e-270,0.446,0.092,0.354,2.25077408486298,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d043991,Zm00001d043991,9.14766453899106e-275,6.156378234740979e-270,0.503,0.137,0.366,2.24988863066767,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d049048,CRRJ,1.80821143937316e-274,1.21692629869813e-269,0.438,0.085,0.353,2.1046202818983,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d010388,Zm00001d010388,2.07521819615639e-274,1.39662184601325e-269,0.512,0.164,0.348,17.6703646426825,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d017448,Zm00001d017448,2.51042024049529e-274,1.6895128218533302e-269,0.461,0.109,0.352,3.7962518383149,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d038049,Zm00001d038049,2.57831546420231e-274,1.73520630740815e-269,0.58,0.234,0.346,93.2642065737038,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d008073,Zm00001d008073,4.74136279854539e-274,3.19093716342105e-269,0.691,0.426,0.265,26.4584844451211,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d033707,Zm00001d033707,5.36083933455996e-273,3.60784487215885e-268,0.562,0.21,0.352,47.0240180685568,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d038709,RAB7B,1.0767574068761e-272,7.246577348276159e-268,0.543,0.177,0.366,1.1143023171253,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d021295,Zm00001d021295,2.44463560349798e-272,1.64523976115414e-267,0.472,0.121,0.351,3.36327687990231,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d018145,PREP1,2.9305672272685e-272,1.9722717439517e-267,0.502,0.144,0.358,2.81506453678483,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d011735,SAT1,3.8738445952588596e-272,2.60709741260921e-267,0.446,0.097,0.349,4.43393877102746,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d004672,OXR4,8.58437969068602e-272,5.7772875318316895e-267,0.445,0.093,0.352,3.7991812024072,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d029968,NDK1,1.47023923306976e-271,9.89471003855945e-267,0.586,0.244,0.342,61.5249129459864,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d052061,Zm00001d052061,2.11379937648662e-271,1.42258698037549e-266,0.596,0.238,0.358,11.0913541649553,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d023874,MIEL1,2.47228224539284e-271,1.6638459511493798e-266,0.488,0.131,0.357,0.663751065918824,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d020580,H2B,1.03805579624234e-270,6.98611550871094e-266,0.511,0.16,0.351,104.805767441702,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d029242,EMB3114,2.00437749262576e-270,1.34894605253714e-265,0.413,0.071,0.342,35.4837528296448,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d038337,RBGA,3.0287634548273198e-270,2.0383578050987898e-265,0.459,0.107,0.352,3.9269490135692,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d051420,COR47,3.25244859167814e-270,2.18889790219939e-265,0.788,0.608,0.18,19.6827056695183,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d009708,CPK29,4.14408152490642e-270,2.78896686626202e-265,0.585,0.231,0.354,1.17088830295794,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d004086,WRKY11,1.59981534216118e-269,1.07667572527447e-264,0.58,0.234,0.346,2.42336576021069,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d034365,Zm00001d034365,3.8450324713460505e-269,2.58770685321589e-264,0.537,0.174,0.363,0.720864724604645,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d046357,BGAL5,2.8667679546197e-268,1.92933483345906e-263,0.519,0.168,0.351,10.8640164901829,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d028752,Zm00001d028752,6.2566382031589395e-267,4.21071751072597e-262,0.696,0.41,0.286,36.8159820997599,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d014972,Zm00001d014972,6.8290386350368e-267,4.59594300137976e-262,0.499,0.146,0.353,1.95464344784526,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d034196,Zm00001d034196,7.89060514299745e-267,5.310377261237279e-262,0.472,0.121,0.351,2.84097885255529,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d013428,PGM2,1.25420129298325e-266,8.440774701777249e-262,0.485,0.134,0.351,9.26600368949633,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d018809,GSTU25,2.2444685521605e-266,1.51052733560401e-261,0.547,0.206,0.341,34.0563479722217,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d052855,Zm00001d052855,2.30314367233e-266,1.55001569147809e-261,0.533,0.185,0.348,36.9988702074278,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d022622,Zm00001d022622,6.05428563722164e-266,4.07453423385016e-261,0.484,0.129,0.355,0.629239810010107,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d051063,PLMT,1.11617973023905e-264,7.51188958450883e-260,0.425,0.081,0.344,2.23708141671075,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d036151,Zm00001d036151,1.20463823518632e-264,8.10721532280395e-260,0.474,0.118,0.356,1.88816429668355,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d004342,Zm00001d004342,2.07660431276516e-264,1.39755470249095e-259,0.55,0.207,0.343,140.873321358153,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d026700,Zm00001d026700,3.48949342189669e-264,2.34842907293647e-259,0.447,0.1,0.347,3.54552629289705,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d051951,Zm00001d051951,5.0112043707576905e-264,3.37254054151993e-259,0.493,0.141,0.352,6.92127432363101,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d024963,GSTU12,5.4170847665732e-264,3.6456980479037705e-259,0.661,0.374,0.287,58.6395228862393,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d053923,Zm00001d053923,9.60359639943965e-264,6.46322037682289e-259,0.502,0.148,0.354,6.32378699558798,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d002000,LOX5,1.45265651167342e-263,9.77637832356211e-259,0.461,0.117,0.344,16.4272674601054,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d006621,CPK14,2.03984041323541e-263,1.3728125981074298e-258,0.58,0.239,0.341,0.886299233930185,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d043479,Zm00001d043479,2.2890238183890997e-263,1.5405130297758699e-258,0.476,0.129,0.347,0.94995130502177,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d018359,Zm00001d018359,4.57313697110458e-263,3.0777211815533796e-258,0.606,0.249,0.357,2.13016927529811,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d022327,Zm00001d022327,1.66507933851344e-262,1.12059839481954e-257,0.528,0.182,0.346,19.1812721824606,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d040567,MAPKKK21,1.89942163530343e-262,1.27831076055921e-257,0.474,0.129,0.345,8.55711190866693,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d033893,Zm00001d033893,3.22763056340017e-262,2.1721953691683202e-257,0.447,0.102,0.345,6.65444866517454,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d039104,Zm00001d039104,4.1296524818161497e-262,2.77925612026227e-257,0.453,0.108,0.345,4.99989197878771,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d013099,Zm00001d013099,5.0619612495416e-262,3.4066999209415e-257,0.503,0.163,0.34,33.5907606521498,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d017547,ET3,6.643299517049919e-262,4.4709405749746e-257,0.793,0.636,0.157,309.667148271721,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d026597,BPS1,7.57402581858555e-262,5.0973193759080805e-257,0.464,0.12,0.344,3.877614196213,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d012206,Zm00001d012206,9.82140643422481e-262,6.60980653023329e-257,0.483,0.13,0.353,2.46888583957617,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d021119,BGLU1,1.00694759948336e-261,6.776757344523e-257,0.721,0.431,0.29,88.9262579270157,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d005945,Zm00001d005945,1.19734376757305e-261,8.058123555766661e-257,0.479,0.134,0.345,7.26749474158821,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d038999,Zm00001d038999,1.43904709835518e-261,9.68478697193037e-257,0.54,0.192,0.348,3.62078665578607,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d045488,Zm00001d045488,3.4797118259422503e-261,2.34184605885913e-256,0.469,0.119,0.35,1.99457657525348,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d013277,Zm00001d013277,6.0560562190676e-261,4.07572583543249e-256,0.434,0.092,0.342,3.67513454022147,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d026026,Zm00001d026026,9.592916832512541e-261,6.45603302828094e-256,0.612,0.299,0.313,20.7519646477018,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d014108,UBC6,1.82727596938036e-260,1.22975672739298e-255,0.506,0.151,0.355,5.22934368073253,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d041882,Zm00001d041882,7.26536114386222e-260,4.88958804981927e-255,0.496,0.146,0.35,6.42547735016209,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d030282,PSD1,1.58428722543788e-259,1.06622530271969e-254,0.499,0.154,0.345,4.03538936602127,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d026619,Zm00001d026619,2.16691162786768e-259,1.4583315255549501e-254,0.599,0.295,0.304,47.0884484161199,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d021368,PYG7,2.33371394439678e-259,1.57058948457903e-254,0.447,0.104,0.343,3.23883139660053,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d001951,Zm00001d001951,4.4735197650682403e-259,3.0106788018909303e-254,0.457,0.112,0.345,6.74309856678644,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d029356,Zm00001d029356,1.1365211654093e-258,7.64878744320459e-254,0.667,0.385,0.282,11.0602834284116,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d020694,Zm00001d020694,5.323782370418789e-258,3.58290553529184e-253,0.506,0.159,0.347,5.01672541509514,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d028396,MCB1,6.884219647108149e-258,4.63307982250379e-253,0.466,0.121,0.345,3.52211129894058,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d006866,KAS2,1.28501762939063e-257,8.64816864579893e-253,0.438,0.098,0.34,0.521532134431907,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d022544,STR18,1.8965362823515202e-257,1.2763689180225698e-252,0.441,0.1,0.341,2.44357248818196,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d009315,Zm00001d009315,2.06628767816001e-257,1.39061160740169e-252,0.459,0.115,0.344,1.95524738697716,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d021805,SCAMP2,3.44503968155669e-257,2.31851170568765e-252,0.484,0.138,0.346,2.92598413559807,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d042114,AthCYSTM12,3.7268649365282905e-257,2.50818010228354e-252,0.782,0.592,0.19,161.070874028693,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d007870,APM2,4.31862145597963e-257,2.90643223987429e-252,0.484,0.137,0.347,2.10369771683579,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d023987,Zm00001d023987,4.33434324064782e-257,2.91701300095598e-252,0.486,0.138,0.348,1.44034465092498,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d015513,Zm00001d015513,5.21248686024432e-257,3.50800365694443e-252,0.53,0.183,0.347,15.2552364704884,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d022469,PRMT4B,5.88849127976259e-257,3.96295463128022e-252,0.614,0.295,0.319,17.2536647841705,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d050218,Zm00001d050218,6.1571501536097704e-257,4.14376205337938e-252,0.596,0.262,0.334,15.3831053678325,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d051532,Zm00001d051532,1.22629135923659e-256,8.25294084766223e-252,0.426,0.094,0.332,12.6202772935949,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d013845,PLR1,1.66942865770511e-256,1.1235254866355399e-251,0.427,0.088,0.339,1.58552793791724,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d027999,ABC4,2.5063159279414498e-256,1.6867506195045898e-251,0.463,0.122,0.341,11.555857170989,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d044838,Zm00001d044838,3.62093236808013e-256,2.4368874837179298e-251,0.498,0.151,0.347,6.50335383459879,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d013240,BFA1,3.90137474634811e-256,2.62562520429228e-251,0.47,0.125,0.345,3.62745295427051,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d022629,PAD2,7.318299117364599e-256,4.92521530598638e-251,0.454,0.113,0.341,2.58020444552857,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
Zm00001d046934,Zm00001d046934,7.82521603674679e-256,5.26637039273059e-251,0.528,0.182,0.346,0.844811255191232,Mesophyll,zea_mays->PO:0009025->PO:0025059->PO:0006070,zea_mays,Leaf,SRP224648
